run_dir,experiment_name,family,dataset,n_samples,k,generation_seed,seed_dataset,fc_enabled,fc_lower_percentile,fc_upper_percentile,question_id,question,gold_answer,majority_answer,eigenscore,correctness_score,is_correct,unique_generations,clip_fraction
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,bb_8318,Philopobia is the fear of what basic human emotion?,,Philopobia is the fear of love.,-5.610256204346067,,True,2,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,bb_879,What type of creature is a Meadow Brown?,,A Meadow Brown is a type of butterfly.,-5.36545635747761,,True,3,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,bb_8967,Who wept on the shoulder of the Duchess of Kent after losing the Wimbledon Women's Singles Final against Steffi Graf in 1993?,,Martina Navratilova.,-5.650241929401206,,False,2,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,bt_1014,True or false a bird had more neck bones than a giraffe,,False.,-5.650223808151814,,False,2,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,bt_2047,Of which tribe of Red Indians was Geronimo a chief,,Apache.,-5.644384925181335,,True,2,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,bt_2137,In which county is Wentworth golf course,,I couldn't find information about a specific Wentworth golf course.,0.732042163964979,,False,18,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,bt_3368,During a penalty shoot out in soccer where should the non participating players be,,On the team bench.,2.1480277793920517,,False,20,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,bt_3734,In America what name was given to the granite boulder onto which the Plymouth fathers (allegedly) stepped ashore,,Plymouth Rock.,-3.1560011853059793,,True,7,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,bt_4354,Which tube station stands at the northern end of the Piccadilly Line,,Hammersmith.,-4.6591175232899635,,False,4,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,bt_556,What is the state capital of Ohio,,Columbus,-5.605674245132933,,True,2,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,dpql_133,"ln the Bible Old Testament, who was the first High Priest of the Hebrews?",,Aaron was the first High Priest of the Hebrews.,-6.180199669222425,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,dpql_1365,What was the name of the skunk in Bambi?,,Flora.,-3.115922650265882,,False,7,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,dpql_140,JB Who wrote the novel ‘Greenmantle’?,,C.S. Forester wrote the novel 'Greenmantle'.,-4.347380468667993,,False,5,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,dpql_2073,"Which constellation has, uniquely, in Rigel and Betelgeuse, two of the ten brightest stars?",,Orion.,-6.173723151599201,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,dpql_21,Whose gang travel around in the Mystery Machine?,,The Scooby-Doo gang.,-4.46219151744346,,True,4,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,dpql_2188,"A swanee whistle was used to provide the voices of whom, in an animated tv series?",,Looney Tunes characters.,-4.190173437913292,,False,5,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,dpql_231,Which serialised TV drama had a title that is a Lesbian slang term for oral sex?,,Tipping the Velvet,-2.4927233695441218,,True,8,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,dpql_259,At which battle of 2 December 1805 did Napoleon defeat a combined Austrian-Russian army?,,The Battle of Austerlitz.,-5.3639347470089165,,True,3,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,dpql_2636,Which vitamin assists in blood clotting?,,Vitamin K.,-6.179614334355615,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,dpql_2645,Which knight is with Arthur at the end and throws Excalibur into the lake?,,Sir Lancelot.,-5.164792341476508,,True,3,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,dpql_2858,Which 'Regal' male singer provided the half-time entertainment for the 2007 Superbowl?,,Prince.,-4.512419486330178,,True,4,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,dpql_2900,The Art Nouveau designer Rene Lalique most famously worked in which material?,,Glass.,-6.1738218204498185,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,dpql_3951,"According to a traditional English proverb, what is better than none?",,One.,-2.5681713495383622,,False,8,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,dpql_4234,Which 1962 ecological classic was written by Rachel Carson?,,Silent Spring.,-6.176731488207617,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,dpql_4988,What was Margot’s surname in “The Good Life” TV series?,,Robie.,-1.9504511460743046,,False,11,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,dpql_5194,Who retired from the ‘Eggheads’ team in May 2014?,,Paul Sinha.,-3.5373793517911585,,False,6,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,dpql_5975,"Cain dwelt in the Land of Nod, which was where on the Biblical compass?",,East of Eden.,-4.199528865395517,,True,5,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,dpql_6246,Which duo created the “Dagenham dialogues”?,,"The ""Dagenham dialogues"" were created by John Cleese and Graham Chapman.",-0.17003686344929383,,False,15,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,dpql_6276,Sanskrit is an ancient language of which modern day country?,,India.,-6.178382956362721,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,dpql_654,The characters Denisov and Dolokhov appear in which famous novel?,,War and Peace.,-6.167648421212481,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,dpql_701,‘Hampsteads’ is Cockney rhyming slang for what?,,Heads.,-4.675285099689925,,False,4,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,dpql_702,Who made the first telephone call to the Moon?,,There is no recorded instance of a telephone call to the Moon.,-2.446387104010894,,False,9,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,jp_1039,Who famously raised wages to $5/day so that his workers could afford the product they were producing?,,Henry Ford.,-6.165268658825054,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,jp_1391,What are the only two types of mammal that can lay eggs?,,"Monotremes, specifically platypus and echidnas.",-1.8402028193037363,,True,11,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,jp_1522,"""Who said """"we're more popular than Jesus now"""", in 1966?""",,The Beatles.,-3.0674765332092937,,False,7,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,jp_1655,What movie starred Michael Jordan?,,Space Jam.,-6.17614505949671,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,jp_2243,Which record label recorded The Supremes and The Jackson 5?,,Motown Records.,-6.184985395603208,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,jp_2336,What agency protects the U.S. President?,,The Secret Service.,-6.17574301399936,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,jp_2655,"Who supposedly chopped down a cherry tree, but couldn't lie about it?",,Cinderella.,-2.1392751855568024,,False,9,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,jp_2838,What did Cinderella's carriage turn into after midnight?,,A pumpkin.,-6.180768541404454,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,jp_321,What company bought Time Warner in 2001 - the biggest merger in U.S. history?,,AT&T acquired Time Warner in 2018.,-2.578367337059972,,False,9,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,jp_4426,What city has a neighborhood called Little Havana?,,Miami.,-5.07430834941095,,True,3,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,jp_683,"What Biblical character built a temple, had 700 wives, and suggested cutting a baby in half?",,King Solomon.,-5.651288034994337,,True,2,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,odql_1002,Between 1959 and 1967 which city was the capital of Pakistan (Islamabad was being built)?,,Karachi.,-4.1149709218225965,,False,5,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,odql_10039,Which capital city is known as Beograd by its inhabitants?,,Belgrade.,-6.1814733534759085,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,odql_10351,What name is given to the contents of an estate were no Will has been left?,,Intestate.,-5.667140138308794,,True,2,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,odql_11128,"'The Playboy Riots' occurred during and following the opening in 1907 of 'The Playboy Of The Western World' by J.M. Synge, at which Dublin theatre?",,The Abbey Theatre.,-5.729659109329654,,True,2,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,odql_11867,Who was the Romanian gymnast who scored the first ever perfect ten at the Olympic Games of 1976?,,Nadia Comăneci.,-6.178792148417246,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,odql_12076,Who is the current Wimbledon Ladies Singles champion?,,I don't have real-time information.,-4.844545843547071,,False,4,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,odql_12157,In which book of the Bible would you find the death of Moses?,,Deuteronomy.,-5.176239130187485,,True,3,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,odql_12514,Which metal is added to steel to produce stainless steel?,,Chromium.,-6.181724786575463,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,odql_13114,What did Charles D. Barrow of Pennsylvania devise in 1934 and then sell to the Parker Bros. organisation?,,The Monopoly board game.,-5.337968304945905,,True,3,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,odql_1436,"In 1942, which town was destroyed by Nazis in reprisal for the assassination of Reinhard Heydrick?",,Leningrad.,-2.5315695713620854,,False,8,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,odql_14480,"Kit Kat is manufactured throughout the world by Nestle except in the USA, which company makes it under license there?",,Hershey's manufactures Kit Kat in the United States.,-2.9175094000448465,,True,9,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,odql_14908,Geoff Keegan was leader at which youth club on TV throughout the 1990s?,,Noel's House Party.,1.0497535018920505,,False,15,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,odql_15015,Which French chemist produced the first vaccine against Anthrax?,,Emile von Behring.,-4.035191697816741,,False,6,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,odql_2086,"Which unit of weight, equal to one gram per 9,000 metres, is used to measure the fineness of nylon?",,The unit of weight is denier.,1.5446455491764628,,True,17,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,odql_2243,Araucaria araucana is the national tree of Chile. Although it is not a true pine it became known as the 'Chile Pine'. What is its current common English name?,,The Chilean Pine.,-5.065661937406674,,False,3,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,odql_2882,Which British playwright wrote the screenplay for the 1998 film 'Shakespeare In Love'?,,Marc Norman and Tom Stoppard.,-5.683326994596631,,True,2,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,odql_3814,In which race did Zola Budd and Mary Decker famously collide at the 1984 Olympics?,,The 3000 meters.,-2.6256054321504396,,True,11,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,odql_416,What is the capital city of Croatia?,,Zagreb.,-6.185361060578735,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,odql_5312,"Which former American President, who was born on 9th January 1913, died on the 28th April 1994 after suffering a stroke?",,Ronald Reagan.,-4.2272549867632625,,False,5,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,odql_5979,Which company manufactures the Playstation video games console?,,Sony.,-6.184740533944776,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,odql_661,"Which 19th century king sired ten illegitimate children, by the Irish comedienne, Dorothea Jordan?",,King George IV of the United Kingdom.,-2.8604031351158703,,False,8,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,odql_6788,"Which country's national railway has bought out 'English, Welsh and Scottish Railways' and is negotiating to buy the government's one third share in Eurostar?",,France.,-4.738535940762692,,False,4,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,odql_723,What sort of plant is 'Bladderwrack'?,,Bladderwrack is a type of large brown seaweed.,-4.091272951548376,,True,6,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,odql_7776,"Belonging to Indonesia, Irian Jaya is the western portion of which large island?",,New Guinea.,-6.180810538114715,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,odql_8712,What name is given to the temperature of -273.15 degrees Celsius?,,Absolute zero.,-6.180909208128716,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,odql_8823,The crime drama 'The Killing' shown on BBC 4 earlier this year is set in which European capital city?,,Stockholm.,-5.621713115833488,,False,2,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,odql_904,Which word completes the name of the rock band 'Half Man Half...'?,,...Bee.,-4.018676851078984,,False,5,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qb_1556,Astrakhan is the curly hair of which young animal?,,The Bactrian camel.,-2.5285203234642983,,False,9,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qb_2151,What colour are the flowers of a hawkbit plant?,,The flowers of a hawkbit plant are typically yellow.,-0.2074111147513448,,True,16,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qb_2169,In which British city is the Jewry Wall Museum?,,Leicester.,-6.175115388832944,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qb_2221,"Brown, American Rainbow and Cutthroat are all types of which fish?",,Salmon.,-5.58728126682716,,False,2,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qb_2869,"In the novel ‘Jane Eyre’ by Charlotte Bronte, what is the name of Mr Rochester’s first wife?",,Bertha Mason.,-5.683461273451856,,True,2,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qb_306,Antigonus is a character in which Shakespeare play?,,"Antigonus is a character in ""A Winter's Tale"".",-4.2745577309009715,,True,5,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qb_3573,What was painter Rubens first name?,,Peter.,-6.1804337482127405,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qb_4324,The Hindhead Tunnel is in which English county?,,Surrey.,-6.180705617821998,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qb_4395,The UK television series ‘Father Ted’ is set on which fictional island?,,Craggy Island.,-6.186795958392269,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qb_5224,"In the television series ‘Thunderbirds’, what is Lady Penelope’s surname?",,Creighton-Ward.,-6.183533177690599,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qb_5361,Bombay Sapphire is what type of alcoholic drink?,,Gin.,-2.229487286995464,,True,9,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qb_5778,"Which former Italian Prime Minister was kidnapped by The Red Brigade in 1978, and killed after 55 days in captivity?",,It was Aldo Moro.,-2.465468048490681,,True,8,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qb_6790,"Scottish artist, Sir Henry Raeburn was knighted by which British monarch in 1822?",,King George IV.,-6.178378962900945,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qb_7216,The World Bog Snorkelling Championships are held annually in which European country?,,United Kingdom.,-4.291503320819071,,False,5,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qb_7271,Thomas the Tank Engine lives on which fictional island?,,Sodor.,-6.184693586881814,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qb_7372,"In the standard game of Monopoly, you go to jail if you throw how many consecutive sets of doubles on the dice?",,Three.,-5.7822972594079705,,True,2,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qb_7640,‘La Marcha Real’ (The Royal march) is the national anthem of which country?,,Spain.,-6.17649262643689,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qb_7817,How many ‘E’ tiles are provided in a Scrabble game?,,7,-1.9521802057027346,,False,10,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qb_8140,Which word derives from the Greek words for ‘star’ and ‘sailor’?,,Asterion.,-3.5491746532553528,,False,6,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qb_817,What nationality was 19th Century author Hans Christian Anderson?,,Danish.,-6.183305194172845,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qb_8191,In which South Asian country is Phewa Lake?,,Nepal.,-6.1769472320088585,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qb_9111,Which film star is the title of a 1984 hit single by Madness?,,The film star is Michael Caine.,-4.678134703968924,,True,4,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qb_919,"Composite, Shield and Cinder Cone are all types of what?",,Volcanic landforms.,-6.171970615700487,,False,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qb_9244,"In the 18th Century, Russia led a coalition that defeated which country in the Great Northern War?",,Sweden.,-6.174320214082739,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qb_9423,The Formula One Sepang International Circuit is in which country?,,Malaysia.,-6.1709443421997925,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qb_9518,"In the children’s television series ‘Fireball XL5’, what is the name of the robot co-pilot of XL5?",,Major Zero.,-2.51734972914211,,False,9,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qb_9823,"In the Jewish calendar, Sivan is which month of the religious year?",,The third month.,-4.462876478201282,,True,5,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qf_1170,"What 1945 film won best picture, actor, director Oscars?",,Going My Way.,-1.6516583064004784,,False,10,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qf_1389,Who would take silk as part of their job?,,Silk farmers.,-1.1852686350871675,,False,11,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qf_1525,"If you dress in clothes of the opposite sex, you are a what (no rude answers please!)?",,Cross-dresser.,-5.742657998404777,,False,2,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qf_158,Who was the British Prime Minister in 1953?,,Winston Churchill.,-6.176617468782314,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qf_1612,In which Beatles song released in 1966 would you find Father McKenzie darning his socks?,,Eleanor Rigby.,-2.7425004104421835,,True,8,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qf_1634,"Who played their final live gig at Candlestick Park, San Francisco in 1966?",,The Grateful Dead.,-0.7192984330120835,,False,12,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qf_1973,The Northern Line is represented by which colour on the map of the Underground?,,Purple.,-4.342511148827832,,False,5,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qf_3096,Who did Joe Louis beat to take the world heavyweight boxing title in 1937?,,Max Schmeling.,-4.235479609298376,,False,5,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qf_3155,Which former Bond star played the part of Mr. Rochester in a 1983 TV mini series of Jane Eyre?,,Tim Pigott-Smith.,-5.151942989728593,,False,3,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qf_3156,What is the stage name of double act 'Ian and Janet Tough?,,The Shadows.,-1.8890994613806555,,False,10,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qf_317,In which country will you find the 'Carisbrook Rugby Stadium'?,,Australia.,-5.690712184680371,,False,2,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qf_792,Who designed the Queen's wedding dress?,,The Queen's wedding dress was designed by Norman Hartnell.,-3.6467392793239233,,True,6,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qg_1340,"The first US space station was launched on May 14, 1973. What was it called?",,Skylab.,-6.181940266592655,,True,1,
baseline_qa820_n300_k20_ds42_gs42,baseline_qa820_n300_k20_ds42_gs42,baseline,qa820,300.0,20,42,42,False,,,qg_1341,"Whom was Ronald Reagan referring to when he uttered the famous phrase ""evil empire"" in a 1983 speech?",,Soviet Union.,-3.8848402416346586,,True,6,
